Wall time,Step,Value
1620319161.34596,160,0.5836568474769592
1620319232.877476,576,0.6024696826934814
1620319266.152946,768,0.6113052368164062
1620319355.20772,1280,0.6370267271995544
1620319366.29454,1344,0.6389172673225403
1620319383.186295,1440,0.6422839760780334
1620319427.526439,1696,0.6530089974403381
1620319444.140006,1792,0.6567903161048889
1620319527.96222,2272,0.6708369851112366
1620319544.664782,2368,0.6734381318092346
1620319656.596473,3008,0.6889020204544067
1620319701.492128,3264,0.694190263748169
1620319718.256742,3360,0.6959517002105713
1620319723.778005,3392,0.6966272592544556
1620319763.137727,3616,0.7012285590171814
1620319835.966739,4032,0.7086536288261414
1620319909.16356,4448,0.7150202393531799
1620319971.001971,4800,0.719674289226532
1620319999.074082,4960,0.7217043042182922
1620320015.947479,5056,0.7228099703788757
1620320066.753414,5344,0.7258769869804382
1620320128.562549,5696,0.7301485538482666
1620320156.726834,5856,0.7317152619361877
1620320167.951391,5920,0.7323720455169678
1620320173.571852,5952,0.7325823307037354
1620320196.193981,6080,0.7338020205497742
1620320241.069441,6336,0.735965371131897
1620320285.908483,6592,0.7379986643791199
1620320291.548368,6624,0.7382877469062805
1620320319.8081,6784,0.739673912525177
1620320381.838121,7136,0.7422499060630798
1620320415.575008,7328,0.7438728213310242
1620320443.756944,7488,0.7451178431510925
1620320528.034728,7968,0.7485059499740601
1620320561.529574,8160,0.7498774528503418
1620320589.698052,8320,0.7510102391242981
1620320628.868068,8544,0.75234055519104
1620320651.326557,8672,0.7529329657554626
1620320662.529294,8736,0.7533800005912781
1620320769.17053,9344,0.7572665810585022
1620320797.380749,9504,0.7582160830497742
1620320831.087221,9696,0.7591233253479004
1620320859.128872,9856,0.7599358558654785
1620320870.30467,9920,0.7602497339248657
1620320915.342936,10176,0.7615026235580444
1620320920.95687,10208,0.7617451548576355
1620320982.829616,10560,0.7633894681930542
1620321033.363325,10848,0.7649379968643188
1620321078.299227,11104,0.7660597562789917
1620321168.189511,11616,0.7679101824760437
1620321190.600073,11744,0.7683056592941284
1620321246.917169,12064,0.7694648504257202
1620321494.580038,13472,0.7746418714523315
1620321500.222882,13504,0.7747662663459778
1620321595.809312,14048,0.7766211032867432
1620321607.04651,14112,0.7768303155899048
1620321612.648907,14144,0.7769176363945007
1620321629.541656,14240,0.7773132920265198
1620321663.521674,14432,0.7779610753059387
1620321714.307044,14720,0.7787153720855713
1620321731.155118,14816,0.779037594795227
1620321736.784045,14848,0.7791349291801453
1620321793.040759,15168,0.7802570462226868
1620321888.710756,15712,0.7817690968513489
1620321899.984774,15776,0.7818877696990967
1620322006.608814,16384,0.7836493253707886
1620322017.80918,16448,0.7838318347930908
1620322034.857363,16544,0.7841134071350098
1620322079.749518,16800,0.7847821712493896
1620322113.445938,16992,0.7852957844734192
1620322124.638266,17056,0.7855260968208313
1620322141.421464,17152,0.7857863903045654
1620322175.116797,17344,0.7862244248390198
1620322203.179723,17504,0.7866430878639221
1620349713.02536,32,0.5899621248245239
1620349746.318488,224,0.5855555534362793
1620349779.652983,416,0.5915767550468445
1620349801.849323,544,0.6012614965438843
1620349835.238014,736,0.616010844707489
1620349846.383257,800,0.6212156414985657
1620349863.238106,896,0.6265677213668823
1620349874.392277,960,0.6311459541320801
1620349879.980007,992,0.633371114730835
1620349907.87644,1152,0.6421292424201965
1620349913.464323,1184,0.6441192030906677
1620349964.079376,1472,0.6556771993637085
1620350036.730714,1888,0.6706094741821289
1620350064.654877,2048,0.6751464009284973
1620350075.783694,2112,0.6769255995750427
1620350142.531777,2496,0.6857604384422302
1620350181.366461,2720,0.690807580947876
1620350186.902632,2752,0.6913140416145325
1620350198.033953,2816,0.6929135322570801
1620350214.629231,2912,0.6949772834777832
1620350225.707489,2976,0.6960026621818542
1620350292.502449,3360,0.7031017541885376
1620350309.137296,3456,0.7050368785858154
1620350331.432099,3584,0.7072698473930359
1620350348.145763,3680,0.7086135149002075
1620350364.881151,3776,0.7099218964576721
1620350387.232427,3904,0.7113316059112549
1620350392.831919,3936,0.7116855978965759
1620350415.200469,4064,0.7135608792304993
1620350443.220185,4224,0.7161316275596619
1620350544.547402,4800,0.7230329513549805
1620350589.506165,5056,0.7255474925041199
1620350611.928052,5184,0.7267056703567505
1620350634.330617,5312,0.7279491424560547
1620350639.933004,5344,0.7281922101974487
1620350679.321076,5568,0.7304666638374329
1620350729.736319,5856,0.7328783869743347
1620350752.163539,5984,0.7340747714042664
1620350774.550123,6112,0.7351852655410767
1620350802.753457,6272,0.7366441488265991
1620350825.212688,6400,0.7378583550453186
1620350875.792973,6688,0.7399975657463074
1620350898.266734,6816,0.7410517930984497
1620350903.891048,6848,0.741335391998291
1620350909.47167,6880,0.7414710521697998
1620350920.649355,6944,0.7418691515922546
1620350926.236754,6976,0.7420049905776978
1620350959.802724,7168,0.7433916926383972
1620350987.881943,7328,0.7447724938392639
1620350999.127523,7392,0.7451347708702087
1620351027.230694,7552,0.7461894154548645
1620351032.856667,7584,0.7465474605560303
1620351038.50777,7616,0.7468204498291016
1620351061.006912,7744,0.7476274967193604
1620351083.501766,7872,0.748507559299469
1620351111.65159,8032,0.7494320273399353
1620351117.285008,8064,0.749581515789032
1620351122.915405,8096,0.7497684359550476
1620351252.394857,8832,0.7543798685073853
1620351274.89428,8960,0.7552589178085327
1620351286.120377,9024,0.7556925415992737
1620351314.183812,9184,0.7565902471542358
1620351459.900454,10016,0.7605851292610168
1620351487.886056,10176,0.7613245844841003
1620351499.092748,10240,0.7615009546279907
1620351532.670569,10432,0.7623167037963867
1620351577.606171,10688,0.7631794214248657
1620351611.404781,10880,0.7640267610549927
1620351633.918723,11008,0.7644966840744019
1620351673.251607,11232,0.7653760313987732
1620351684.458457,11296,0.7655959725379944
1620351718.055685,11488,0.7662193179130554
1620351729.257753,11552,0.7663729190826416
1620351807.57191,12000,0.7678995728492737
1620351813.213259,12032,0.7680259346961975
1620351830.028502,12128,0.7683470249176025
1620351869.324899,12352,0.7691755294799805
1620351886.148083,12448,0.7695121169090271
1620351936.622676,12736,0.7703835368156433
1620351958.993091,12864,0.7707928419113159
1620351975.829399,12960,0.7712005972862244
1620351981.451041,12992,0.7713071703910828
1620352032.05752,13280,0.7720145583152771
1620352037.702671,13312,0.7721329927444458
1620352060.235828,13440,0.7724522948265076
1620352071.469999,13504,0.772581934928894
1620352077.10871,13536,0.7726993560791016
1620352105.254092,13696,0.7731003761291504
1620352172.954309,14080,0.7741482257843018
1620352195.525384,14208,0.7745816707611084
1620352206.787408,14272,0.7747364044189453
1620352223.705925,14368,0.7749342918395996
1620352274.474727,14656,0.7758814096450806
1620352291.332357,14752,0.7761239409446716
1620352336.278752,15008,0.7767881155014038
1620352403.47707,15392,0.7777723670005798
1620352442.799242,15616,0.7783785462379456
1620352515.783172,16032,0.7793632745742798
1620352549.354258,16224,0.7798805832862854
1620352566.180366,16320,0.7801145911216736
1620352577.44495,16384,0.7802372574806213
1620352599.869407,16512,0.7805176377296448
1620352622.383628,16640,0.7808274626731873
1620352633.595892,16704,0.7809263467788696
1620352661.780171,16864,0.781355619430542
1620352667.408684,16896,0.7814071774482727
1620352718.153785,17184,0.7820664644241333
1620352751.996246,17376,0.7824890613555908
1620352774.515016,17504,0.7827227711677551
1620352780.259904,17536,0.7828003168106079
1620353533.835558,17856,0.8365384340286255
1620353561.659914,18016,0.8261111378669739
1620353639.770622,18464,0.8254086375236511
1620353763.104801,19168,0.821850061416626
1620353768.670043,19200,0.8220147490501404
1620353791.103963,19328,0.8225032687187195
1620353796.743543,19360,0.8230561017990112
1620353802.347446,19392,0.8233721256256104
1620353902.876355,19968,0.8235817551612854
1620353969.735811,20352,0.8230671882629395
1620353975.325871,20384,0.823081374168396
1620354008.729668,20576,0.8231148719787598
1620354019.882784,20640,0.8231397271156311
1620354047.808686,20800,0.8236747980117798
1620354192.422755,21632,0.8248991370201111
1620354203.511817,21696,0.8249520063400269
1620354259.050213,22016,0.825118362903595
1620354320.554952,22368,0.8258548378944397
1620354337.384497,22464,0.825968325138092
1620354354.114129,22560,0.8261755704879761
1620354465.533965,23200,0.8264813423156738
1620354498.955954,23392,0.8264762759208679
1620354537.900994,23616,0.826587975025177
1620354571.242086,23808,0.8265331387519836
1620354626.926153,24128,0.8267515897750854
1620354654.775997,24288,0.8268816471099854
1620354660.353362,24320,0.826830267906189
1620354677.021705,24416,0.826867938041687
1620354721.483998,24672,0.8271145224571228
1620354738.250046,24768,0.8272404074668884
1620354754.923672,24864,0.8272567987442017
1620354771.612702,24960,0.827407956123352
1620354777.158859,24992,0.8274458646774292
1620354877.438567,25568,0.8281591534614563
1620354961.045651,26048,0.8286340236663818
1620355044.79457,26528,0.8289244174957275
1620355061.514073,26624,0.8288201689720154
1620355067.057678,26656,0.8288458585739136
1620355078.185808,26720,0.8288267254829407
1620355083.792456,26752,0.8288207054138184
1620355206.443119,27456,0.8289899230003357
1620355234.390974,27616,0.829001247882843
1620355251.117413,27712,0.8290432095527649
1620355273.350794,27840,0.8290563821792603
1620355284.476023,27904,0.8290844559669495
1620355306.796945,28032,0.829142689704895
1620355329.071675,28160,0.8292114734649658
1620355351.241109,28288,0.8293649554252625
1620355489.536217,29088,0.8295703530311584
1620355495.063235,29120,0.8295745253562927
1620355556.214945,29472,0.8296030759811401
1620355600.714503,29728,0.8297834396362305
1620355606.294258,29760,0.8297659754753113
1620355622.955452,29856,0.8296959400177002
1620355634.055996,29920,0.8297056555747986
1620355689.425115,30240,0.8300315141677856
1620355728.202429,30464,0.8302542567253113
1620355811.729216,30944,0.8304212689399719
1620355817.296032,30976,0.8303849101066589
1620355834.076004,31072,0.830377995967865
1620355967.53176,31840,0.8306819200515747
1620355973.105509,31872,0.8307271599769592
1620355984.30018,31936,0.8308059573173523
1620356023.36326,32160,0.8308837413787842
1620356062.251294,32384,0.8309206366539001
1620356067.797852,32416,0.8309337496757507
1620356117.582697,32704,0.8311184048652649
