Wall time,Step,Value
1620388429.245386,96,0.5779638886451721
1620388446.006335,160,0.5799689292907715
1620388454.365001,192,0.5793393850326538
1620388471.134336,256,0.5774562358856201
1620388487.862452,320,0.5802180767059326
1620388496.220242,352,0.5832152962684631
1620388512.958148,416,0.5825089812278748
1620388521.335724,448,0.5820573568344116
1620388529.692328,480,0.5843945145606995
1620388538.033727,512,0.5852217078208923
1620388546.376792,544,0.5859518051147461
1620388554.744777,576,0.5863842964172363
1620388563.209149,608,0.5869765877723694
1620388571.56601,640,0.5866321921348572
1620388605.068743,768,0.5863946676254272
1620388613.497149,800,0.5870396494865417
1620388655.366008,960,0.5915062427520752
1620388663.733956,992,0.5922394394874573
1620388680.488395,1056,0.5932178497314453
1620388688.827476,1088,0.5938360691070557
1620388705.573033,1152,0.5946173071861267
1620388730.681101,1248,0.5963770747184753
1620388739.045578,1280,0.5967261791229248
1620388755.838372,1344,0.5970260500907898
1620388764.189065,1376,0.5972902774810791
1620388772.650402,1408,0.5978752374649048
1620388781.019228,1440,0.5988463163375854
1620388797.709689,1504,0.5996885299682617
1620388814.434742,1568,0.6011990308761597
1620388822.811998,1600,0.6013819575309753
1620388847.973334,1696,0.6031231880187988
1620388856.337541,1728,0.603726863861084
1620388864.702206,1760,0.6046103239059448
1620388873.076933,1792,0.6050613522529602
1620388881.461788,1824,0.6051540970802307
1620388906.674445,1920,0.6071056723594666
1620388915.045791,1952,0.6079269051551819
1620388931.806701,2016,0.609413743019104
1620388948.506653,2080,0.6103435754776001
1620388956.902579,2112,0.6109796762466431
1620388965.266098,2144,0.6118735671043396
1620388973.602659,2176,0.6129134297370911
1620388981.965988,2208,0.6136826872825623
1620388998.698335,2272,0.6148262023925781
1620389007.054871,2304,0.6151708364486694
1620389015.413112,2336,0.6156129837036133
1620389023.80974,2368,0.6163333654403687
1620389040.533201,2432,0.6176916360855103
1620389057.258241,2496,0.6187299489974976
1620389065.618357,2528,0.6194518804550171
1620389107.35128,2688,0.6218506097793579
1620389115.712796,2720,0.6223469972610474
1620389124.076231,2752,0.6230589151382446
1620389132.433517,2784,0.6238666772842407
1620389140.821708,2816,0.6243122220039368
1620389149.181383,2848,0.6249122619628906
1620389190.99676,3008,0.6269420981407166
1620389258.02966,3264,0.6314414143562317
1620389274.791043,3328,0.6323032379150391
1620389283.170766,3360,0.6330798268318176
1620389291.571428,3392,0.6335470080375671
1620389350.206053,3616,0.6368969678878784
1620389375.270607,3712,0.6379275321960449
1620389392.016662,3776,0.6386682391166687
1620389400.376938,3808,0.6390621066093445
1620389408.784536,3840,0.6392703652381897
1620389442.155983,3968,0.6407864093780518
1620389450.490293,4000,0.6412615776062012
1620389458.857034,4032,0.6416361927986145
1620389483.920784,4128,0.6428690552711487
1620389492.285587,4160,0.6433023810386658
1620389517.3796,4256,0.6444239020347595
1620389550.979747,4384,0.6461231708526611
1620389567.841834,4448,0.6469150185585022
1620389584.625926,4512,0.6477537155151367
1620389593.027201,4544,0.6481435894966125
1620389601.416932,4576,0.6485757827758789
1620389609.781161,4608,0.6489545106887817
1620389618.193131,4640,0.6493212580680847
1620389626.558846,4672,0.6496161222457886
1620389643.221376,4736,0.6503127217292786
1620389659.926939,4800,0.6511664390563965
1620389685.037383,4896,0.6519553065299988
1620389693.410671,4928,0.6523064970970154
1620389701.755728,4960,0.6526594758033752
1620389718.514565,5024,0.6531716585159302
1620389726.890858,5056,0.6533085107803345
1620389735.279348,5088,0.6536893248558044
1620389752.008325,5152,0.6542244553565979
1620389760.359325,5184,0.654598593711853
1620389777.095534,5248,0.6551843285560608
1620389785.477315,5280,0.6555872559547424
1620389802.201872,5344,0.6561856865882874
1620389810.542787,5376,0.6563894748687744
1620389818.908724,5408,0.6567526459693909
1620389835.638272,5472,0.6575118899345398
1620389869.102362,5600,0.6589113473892212
1620389877.453105,5632,0.6591846942901611
1620389885.841142,5664,0.6593832969665527
1620389894.188194,5696,0.6596947908401489
1620389910.848879,5760,0.6603237390518188
1620389919.20209,5792,0.6607112288475037
1620389935.892222,5856,0.6613134145736694
1620389952.614118,5920,0.6619447469711304
1620389960.969468,5952,0.6624548435211182
1620389969.336781,5984,0.6626722812652588
1620389977.724269,6016,0.6628459095954895
1620389994.435149,6080,0.6635164618492126
1620390002.813136,6112,0.6637749671936035
1620390061.344876,6336,0.6655653119087219
1620390094.783141,6464,0.6667971611022949
1620390128.207302,6592,0.6678674221038818
1620390136.565743,6624,0.6682122349739075
1620390144.905751,6656,0.6684833765029907
1620390178.3076,6784,0.6696112751960754
1620390186.677196,6816,0.6699519753456116
1620390195.025978,6848,0.6703076958656311
1620390203.377052,6880,0.6705557107925415
1620390228.485579,6976,0.6713711023330688
1620390236.8806,7008,0.6716454029083252
1620390253.625369,7072,0.6721820831298828
1620390261.985398,7104,0.6724050045013428
1620390270.322953,7136,0.6727835536003113
1620390287.025545,7200,0.6732832193374634
1620390295.383567,7232,0.6734713912010193
1620390303.716526,7264,0.6737138628959656
1620390320.473111,7328,0.6742435693740845
1620390328.873536,7360,0.6746153831481934
1620390337.241799,7392,0.6749078631401062
1620390345.623671,7424,0.6751262545585632
1620390353.958246,7456,0.6754643321037292
1620390362.311399,7488,0.6757410764694214
1620390387.369255,7584,0.6764378547668457
1620390395.787473,7616,0.6767222881317139
1620390412.531006,7680,0.6772799491882324
1620390445.962621,7808,0.678199827671051
1620390454.285697,7840,0.6783971786499023
1620390470.95522,7904,0.6788504123687744
1620390487.704411,7968,0.6792532205581665
1620390496.045321,8000,0.6794033646583557
1620390537.834638,8160,0.6804006695747375
1620390563.057947,8256,0.6810925602912903
1620390571.40633,8288,0.6813699007034302
1620390579.76855,8320,0.6815324425697327
1620390588.117291,8352,0.6817161440849304
1620390604.832039,8416,0.6820831298828125
1620390638.220674,8544,0.6829469203948975
1620390654.899846,8608,0.6833219528198242
1620390671.607655,8672,0.6836374402046204
1620390679.96904,8704,0.6838418841362
1620390688.286635,8736,0.6840699315071106
1620390696.672958,8768,0.6843140721321106
1620390721.815158,8864,0.6849619150161743
1620390730.218855,8896,0.6850939989089966
1620390746.97269,8960,0.6854389905929565
1620390763.723302,9024,0.6858656406402588
1620390780.496279,9088,0.686159074306488
1620390822.370616,9248,0.6872466206550598
1620390839.112046,9312,0.6877684593200684
1620390847.483139,9344,0.6879715323448181
1620390872.58568,9440,0.6885260939598083
1620390880.957415,9472,0.6886183023452759
1620390889.312578,9504,0.6888775825500488
1620390897.648196,9536,0.6890891790390015
1620390906.012703,9568,0.6892243027687073
1620390922.720214,9632,0.6896151304244995
1620390931.040655,9664,0.6898279786109924
1620390939.404957,9696,0.6899620890617371
1620390972.788522,9824,0.6905566453933716
1620390981.160666,9856,0.6907020211219788
1620390997.892633,9920,0.6909995079040527
1620391022.974209,10016,0.6914557814598083
1620391056.467841,10144,0.6920373439788818
1620391064.83211,10176,0.692262589931488
1620391073.207399,10208,0.692363977432251
1620391081.571669,10240,0.6926020383834839
1620391098.292481,10304,0.6928827166557312
1620391114.985528,10368,0.6931538581848145
