Wall time,Step,Value
1620388429.245842,96,0.7026453018188477
1620388446.006729,160,0.6944873332977295
1620388454.365393,192,0.6900458335876465
1620388471.134728,256,0.686488687992096
1620388487.862837,320,0.6946843862533569
1620388496.220633,352,0.6980971097946167
1620388512.958537,416,0.6956883072853088
1620388521.33617,448,0.678404688835144
1620388529.692746,480,0.6932494640350342
1620388538.034118,512,0.693770170211792
1620388546.377189,544,0.6946748495101929
1620388554.745169,576,0.6967405676841736
1620388563.209547,608,0.6764978170394897
1620388571.566425,640,0.6927992105484009
1620388605.069128,768,0.6672191023826599
1620388613.497566,800,0.7003562450408936
1620388655.366399,960,0.6708539724349976
1620388663.734364,992,0.6934686899185181
1620388680.488814,1056,0.6893714070320129
1620388688.827867,1088,0.6709794402122498
1620388705.573441,1152,0.6772327423095703
1620388730.681505,1248,0.6668602228164673
1620388739.045961,1280,0.6586793661117554
1620388755.838773,1344,0.6957030296325684
1620388764.189484,1376,0.6979087591171265
1620388772.650785,1408,0.652540385723114
1620388781.019648,1440,0.6884483098983765
1620388797.710081,1504,0.6710497736930847
1620388814.435152,1568,0.6728522777557373
1620388822.812413,1600,0.678587019443512
1620388847.973734,1696,0.681071937084198
1620388856.337951,1728,0.7271214723587036
1620388864.702619,1760,0.691584587097168
1620388873.07735,1792,0.6787832975387573
1620388881.462171,1824,0.7023595571517944
1620388906.67483,1920,0.6615171432495117
1620388915.046216,1952,0.613377571105957
1620388931.807075,2016,0.6990548372268677
1620388948.507051,2080,0.6759110689163208
1620388956.902994,2112,0.638177216053009
1620388965.266515,2144,0.6509040594100952
1620388973.603051,2176,0.6736080646514893
1620388981.966406,2208,0.6536503434181213
1620388998.698729,2272,0.6526075601577759
1620389007.055284,2304,0.6513150930404663
1620389015.413527,2336,0.6652581691741943
1620389023.810129,2368,0.6318244934082031
1620389040.53359,2432,0.6900585889816284
1620389057.258629,2496,0.6354851722717285
1620389065.61876,2528,0.6797482967376709
1620389107.35167,2688,0.6567729115486145
1620389115.713192,2720,0.646445095539093
1620389124.076625,2752,0.6480979323387146
1620389132.433912,2784,0.6427593231201172
1620389140.822088,2816,0.6625261306762695
1620389149.181772,2848,0.6969754099845886
1620389190.99718,3008,0.6647514700889587
1620389258.030062,3264,0.720681369304657
1620389274.791458,3328,0.6422110199928284
1620389283.171182,3360,0.6678619384765625
1620389291.571835,3392,0.6431839466094971
1620389350.206444,3616,0.6825355887413025
1620389375.271022,3712,0.6696674823760986
1620389392.017054,3776,0.6515854597091675
1620389400.377332,3808,0.6630513072013855
1620389408.784933,3840,0.6893554925918579
1620389442.156375,3968,0.6201585531234741
1620389450.490682,4000,0.5983538031578064
1620389458.857422,4032,0.6590837240219116
1620389483.921179,4128,0.636157751083374
1620389492.285978,4160,0.6910470128059387
1620389517.380016,4256,0.642533540725708
1620389550.980153,4384,0.6608259081840515
1620389567.842218,4448,0.6556665897369385
1620389584.626319,4512,0.6372753977775574
1620389593.027615,4544,0.6450103521347046
1620389601.417312,4576,0.6868242025375366
1620389609.781572,4608,0.6114026308059692
1620389618.193524,4640,0.6462860107421875
1620389626.559259,4672,0.6584761738777161
1620389643.221762,4736,0.6576910018920898
1620389659.927372,4800,0.6418775320053101
1620389685.037781,4896,0.6529228687286377
1620389693.411084,4928,0.6789109706878662
1620389701.75612,4960,0.6205031275749207
1620389718.514964,5024,0.6469104886054993
1620389726.891256,5056,0.6138303279876709
1620389735.279745,5088,0.6138330698013306
1620389752.008731,5152,0.6572229266166687
1620389760.359732,5184,0.6593754291534424
1620389777.09593,5248,0.6117137670516968
1620389785.477705,5280,0.657412052154541
1620389802.202256,5344,0.6557406187057495
1620389810.543183,5376,0.6372600793838501
1620389818.90912,5408,0.6434924006462097
1620389835.638679,5472,0.6468810439109802
1620389869.10275,5600,0.6007113456726074
1620389877.453517,5632,0.6208434104919434
1620389885.841531,5664,0.6409226655960083
1620389894.188609,5696,0.6576299667358398
1620389910.849298,5760,0.6602489352226257
1620389919.202489,5792,0.6557340621948242
1620389935.892619,5856,0.6319945454597473
1620389952.614508,5920,0.7313095927238464
1620389960.969854,5952,0.6302096843719482
1620389969.337169,5984,0.596916675567627
1620389977.72466,6016,0.6136647462844849
1620389994.435599,6080,0.6764787435531616
1620390002.813532,6112,0.6728466749191284
1620390061.34529,6336,0.6243635416030884
1620390094.783547,6464,0.6132559776306152
1620390128.207695,6592,0.672410249710083
1620390136.566162,6624,0.6739875674247742
1620390144.906166,6656,0.6388649940490723
1620390178.308012,6784,0.6886386275291443
1620390186.67762,6816,0.6725940704345703
1620390195.026402,6848,0.578793466091156
1620390203.37745,6880,0.6669505834579468
1620390228.485971,6976,0.650012195110321
1620390236.880987,7008,0.5913581252098083
1620390253.625755,7072,0.6530618071556091
1620390261.985786,7104,0.6229606866836548
1620390270.323377,7136,0.6660215258598328
1620390287.025947,7200,0.6664130687713623
1620390295.383951,7232,0.697367787361145
1620390303.71693,7264,0.6363880634307861
1620390320.473518,7328,0.6161963939666748
1620390328.873918,7360,0.6641997694969177
1620390337.242195,7392,0.6138314008712769
1620390345.624088,7424,0.6283735036849976
1620390353.958663,7456,0.6232993602752686
1620390362.311789,7488,0.6166656017303467
1620390387.36964,7584,0.6722227334976196
1620390395.787897,7616,0.6615607738494873
