Wall time,Step,Value
1622207573.253295,160,0.42682453989982605
1622207696.461918,576,0.4262348413467407
1622207753.364804,768,0.42530885338783264
1622207905.326316,1280,0.42544886469841003
1622207924.33759,1344,0.426510214805603
1622207952.816364,1440,0.42509540915489197
1622207971.843608,1504,0.42583057284355164
1622208028.91106,1696,0.4261380434036255
1622208057.420443,1792,0.4254392087459564
1622208200.423069,2272,0.4237653911113739
1622208228.988177,2368,0.42411091923713684
1622208276.721927,2528,0.42403122782707214
1622208353.173993,2784,0.4235188364982605
1622208420.161838,3008,0.42409229278564453
1622208498.444309,3264,0.4234207570552826
1622208527.168679,3360,0.4235439598560333
1622208536.743038,3392,0.42339926958084106
1622208603.843521,3616,0.42388373613357544
1622208651.878103,3776,0.4236828088760376
1622208728.822597,4032,0.4238702654838562
1622208854.037273,4448,0.42312878370285034
1622208960.002046,4800,0.42265933752059937
1622209008.364059,4960,0.4225269556045532
1622209037.397149,5056,0.42259490489959717
1622209124.466124,5344,0.42243918776512146
1622209134.122901,5376,0.42241260409355164
1622209230.624002,5696,0.42192161083221436
1622209278.93581,5856,0.4217336177825928
1622209298.294475,5920,0.42180901765823364
1622209307.945858,5952,0.4218723773956299
1622209346.664293,6080,0.42173880338668823
1622209423.977079,6336,0.42167529463768005
1622209501.294903,6592,0.42183470726013184
1622209510.963539,6624,0.42176416516304016
1622209559.259932,6784,0.42165622115135193
1622209666.466702,7136,0.42174145579338074
1622209725.01823,7328,0.42162129282951355
1622209773.226153,7488,0.42159751057624817
1622209802.199129,7584,0.42154747247695923
1622209917.952337,7968,0.42190441489219666
1622209975.824606,8160,0.42204540967941284
1622210023.952701,8320,0.4220947027206421
1622210091.396971,8544,0.4219645857810974
1622210129.986274,8672,0.4219200313091278
1622210149.240068,8736,0.4219769239425659
1622210332.721971,9344,0.4218599498271942
1622210380.96606,9504,0.42176157236099243
1622210390.59506,9536,0.42182421684265137
1622210438.863721,9696,0.4220151901245117
1622210487.157554,9856,0.42198753356933594
1622210506.51366,9920,0.42199942469596863
1622210583.742585,10176,0.42195942997932434
1622210593.439035,10208,0.4219653010368347
1622210661.120493,10432,0.4216967821121216
1622210699.702241,10560,0.4216012954711914
1622210786.558031,10848,0.4216316044330597
1622210863.703069,11104,0.42167380452156067
1622211018.466205,11616,0.42158043384552
1622211057.150575,11744,0.4216049313545227
1622211115.089003,11936,0.4214469790458679
1622211153.718322,12064,0.4213608503341675
1622211173.07815,12128,0.4213661551475525
1622211578.477305,13472,0.4212243854999542
1622211588.126952,13504,0.4212513864040375
1622211607.470596,13568,0.4212082624435425
1622211665.437491,13760,0.4211471676826477
1622211752.329404,14048,0.4210820198059082
1622211771.637527,14112,0.4210590422153473
1622211781.260215,14144,0.4210432171821594
1622211810.196687,14240,0.42107075452804565
1622211868.091097,14432,0.4210013449192047
1622211954.874842,14720,0.4209844768047333
1622211983.88385,14816,0.420867919921875
1622211993.550262,14848,0.4208427369594574
1622212090.108963,15168,0.42088717222213745
1622212254.145882,15712,0.420913428068161
1622212273.423464,15776,0.4209707975387573
1622212408.400436,16224,0.42109012603759766
1622212456.628998,16384,0.4209662079811096
